,document,number,content,meeting,topic_four,original label,meeting_number
text1363,WCPFC15-2018-OP20,17,i would like to invite representatives of the wcpfc to participate in our 5th annual meetings of the commission which will take place in japan during 1118 july 2019 during the meetings our members will discuss cooperation with other organizations consequently we look forward to a representative from the wcpfc to assist us to facilitate such future cooperation,WCPFC15,governance,scientific_advice,15
text1364,WCPFC15-2018-OP20,18,finally i would like to express my sincere gratitude to the usa for hosting this meeting at a beautiful city of honolulu as well as for the great hospitality thank you very much,WCPFC15,governance,session,15
text1365,WCPFC15-2018-OP21,1,commission fifteenth regular session honolulu hawaii usa 10 14 december 2018 industry letter to wcpfc on swordfish and mahi mahi wcpfc152018op21 december 2018,WCPFC15,strategy,session,15
text1366,WCPFC15-2018-OP21,3,proposal for defining speciesspecific management measures for commercially important migratory large pelagic fish stocks in the western and central pacific ocean,WCPFC15,governance,scientific_advice,15
text1367,WCPFC15-2018-OP21,4,to the attending representatives of commission member states cooperating nonmember states participating territories and observers to the fifteenth regular session of the commission for conservation and management of highly migratory fish stocks in the western and central pacific ocean wcpfc15,WCPFC15,governance,scientific_advice,15
text1368,WCPFC15-2018-OP21,8,the undersigned representatives of seafood industry businesses involved with large pelagic fisheries in the western and central pacific ocean want to highlight the need to reinforce the recognized excellent work that the commission is already doing by suggesting the adoption of further conservation measures related to species other than tuna that are also highly migratory and of great commercial value and importance such as swordfish xiphias gladius and mahi mahi coryphaena hippurus proposal regarding swordfish,WCPFC15,governance,scientific_advice,15
text1369,WCPFC15-2018-OP21,9,in august 2018 wcpfc released a new stock assessment for swordfish xiphias gladius in the western and central north pacific ocean through 2016 wcpfcsc14 sawp07 rev 1 11 august 2018 in the section titled abstract on page 1 of this document it is stated that overall the base case model indicated that the wcnpo swordfish stock is not likely overfished and is not likely experiencing overfishing relative to msybased or 20 of unfished biomassbased reference points this is undoubtedly very good news,WCPFC15,bycatch,fishing_mortality,15
text1370,WCPFC15-2018-OP21,10,it is also noted on page 2 and 3 of this document under status of stock that the western and central north pacific ocean wcnpo swordfish population biomass age1 and older averaged roughly 98000 mt between 19741978 the first 5 years of the assessment time frame and has declined only 20 to about 72000 mt in 2016 which reveals an modest exploitation rate,WCPFC15,bycatch,fishing_mortality,15
text1371,WCPFC15-2018-OP21,11,in the outcomes document the scientific working group has suggested some biological reference points and the agenda for the wcpfc15 put on the table a discussion about a harvest strategy for this species we congratulate the commission for this as globally recognized good management practices strongly recommend having target and limit reference points and harvest control rules this is also important for getting a practical approach to ecosystembased management,WCPFC15,strategy,harvest_strategy,15
text1372,WCPFC15-2018-OP21,12,with swordfish under the scope of the wcpfc and having an accepted stock assessment for this stock we respectfully propose to discuss how to advance further to have the aforementioned tools in place and operative as soon as possible,WCPFC15,bycatch,data_research,15
text1373,WCPFC15-2018-OP21,13,such measures will also greatly contribute to what has been established in paragraph 7 of wcpfc cmm 20093 recognizing the need for both interamerican tropical tuna commission iatcc and wcpfc to adopt conservation and management measures to provide for the sustainable management of swordfish stocks across the pacific ocean,WCPFC15,governance,precautionary_approach,15
text1374,WCPFC15-2018-OP21,15,currently wcpfc does not require mahi mahi mahi catch data from member states cooperating nonmember states or participating territories and has not provided any species or stockspecific management measures for this species,WCPFC15,transparency,scientific_advice,15
text1375,WCPFC15-2018-OP21,16,however wcpfc resolution 2005 03 notes the importance of many nontarget fish species such as mahi mahi rainbow runner and wahoo for sustainable livelihoods in many communities in the convention area,WCPFC15,governance,precautionary_approach,15
text1376,WCPFC15-2018-OP21,17,further in the introduction section to wcpfcsc22006eb wp1 ecological risk assessment for species caught in wcpo tuna fisheries inherent risk as determined by productivitysusceptibility analysis it is stated that there is a general acceptance that highly migratory species unclos annex 1 are the primary group of species that the wcpo convention and commission have been designed to manage mahi is one of these species and was included in the psa in wcpfcsc22006eb wp1 where it was assessed as having a moderate to moderately high ecological risk,WCPFC15,bycatch,precautionary_approach,15
text1377,WCPFC15-2018-OP21,18,while mahi is an important bycatch species for the industrial tuna fisheries in the area of the convention it is an undervalued species for many small scale fisheries in south east asia,WCPFC15,governance,governance,15
text1378,WCPFC15-2018-OP21,19,with all of this in mind the undersigned ask the commission to i make binding the catch reporting for mahi from members and cooperating nonmembers with immediate effect and ii task the scientific committee to plan stock assessment work for this species with the goal of completion within the next three years and iii to define minimum management measures based on the psa results of wcpfcsc22006eb wp1 while waiting for the results of the future stock assessment,WCPFC15,bycatch,scientific_advice,15
text1379,WCPFC15-2018-OP21,20,improving the management of this species will help protect these fisheries against potential overexploitation in the future it will also help provide the benefits of well managed and internationally recognized sustainable swordfish and mahi fisheries to fishing communities throughout the wcnpo especially those depending on small scale fisheries,WCPFC15,governance,precautionary_approach,15
text1380,WCPFC15-2018-OP21,21,these measures are also an increasing requirement of the markets where these products are sold so adopting them aside from the benefits to conservation will also help maintain the value chain and the great number of livelihoods depending on them for small scale mahi fisheries reaching the best sustainable standards for management can be a powerful tool to gain new markets and therefore to improve the incomes of thousands of fishers their families and their communities,WCPFC15,governance,precautionary_approach,15
text1381,WCPFC15-2018-OP21,25,centro desarrollo y pesca sustenable center for development and sustainable fisheries trung tm pht trin v thy sn bn vng ernesto godelman,WCPFC15,governance,data_research,15
text1382,WCPFC15-2018-OP22,1,commission fifteenth regular session honolulu hawaii usa 10 14 december 2018 wtpo statement for wcpfc15,WCPFC15,strategy,session,15
text1383,WCPFC15-2018-OP22,6,the world tuna purse seine organization wtpo extends its sincere appreciation to the western and central pacific fisheries commission wcpfc for the opportunity given to attend the 15th regular session as an observer representing the purse seine vessel owner members and cooperating nonmembers including vessel owners which are sids flagged and sids based vessels we are bound to cooperate and support the management measures in the western and central pacific ocean wcpo fisheries management authority,WCPFC15,transparency,fleet_capacity,15
text1384,WCPFC15-2018-OP22,7,wtpo reinforces its position statements made in the wcpfc13 in fiji and wcpfc14 in manila for the commission to consider and adopt a more specific comprehensive and enforceable fad definition,WCPFC15,strategy,session,15
text1385,WCPFC15-2018-OP22,8,wtpo believes that it is time to consider the adoption of a new fad definition based on measures such as buoys with active electronic instrument for tracking the nonentangling and less entangling types of fads the continuing learning of observer on board and vessel operator in resolving arguments and misunderstanding and recent scientific research and recommended use of biodegradable and environment friendly fads,WCPFC15,transparency,fleet_capacity,15
text1386,WCPFC15-2018-OP22,10,fishaggregating device fad means anchored drifting floating or submerged objects deployed andor tracked by vessels including through the use of radio andor satellite buoys for the purpose of aggregating target tuna species for purseseine fishing operations,WCPFC15,bycatch,fleet_capacity,15
text1387,WCPFC15-2018-OP22,11,this will result in improved management and understanding with other rfmos in all oceans of the world,WCPFC15,other,data_research,15
text1388,WCPFC15-2018-OP22,12,while we understand the scientific basis to classify a fad or nonfad set the current arrangement has caused uncertainties in predetermining a set which can lead to a legal issue and penalty the proposed definition should clearly indicate the intent preceding the set,WCPFC15,transparency,fishing_mortality,15
text1389,WCPFC16-2019-OP01,2,commission sixteenth regular session port moresby papua new guinea 11 december 2019 position statement to wcpfc16 wcpfc162019op01 october 2019,WCPFC16,strategy,session,16
text1390,WCPFC16-2019-OP01,3,submitted by international seafood sustainability foundation issf issfoundationorg page 1 6 tuna conservation what are the issues effective management measures consistent with advice from the wcpfc scientific committee are needed to maintain bigeye yellowfin and skipjack tuna fishing mortality and biomass at sustainable levels why are we concerned while all target tuna stocks except bluefin remain classified as healthy wcpo cmms must articulate how and when prescribed management measures apply wcpfc measures should apply to all sources of mortality and be enforceable the 2019 skipjack stock assessment indicates that although the stock remains healthy spawning biomass is at a historical low while fishing mortality on both adults and juveniles continues to increase sc15 noted that the spawning biomass trajectory shows a longterm decline with the stock below the interim target reference point trp for the last decade sc15 highlighted the need for management to ensure that the stock fluctuates around the trp what is issf asking wcpfc to do adopt a harvest control rule for skipjack that will ensure that the stock fluctuates around the target reference point position statement 201904 published october 24 2019 western and central pacific fisheries commission wcpfc meeting december 511 2019,WCPFC16,strategy,fishing_mortality,16
text1391,WCPFC16-2019-OP01,4,our top asks for wcpfc in 2019 adopt a harvest control rule for skipjack that will ensure that the stock fluctuates around the target reference point require 100 observer coverage for longline vessels and all vessels engaged in atsea transshipment within five years adopt sciencebased measures for fad limits fad marking and tracking and a timeframe for fully nonentangling fads and biodegradable materials complete the review of the transshipment cmm and adopt amendments to address significant gaps in its effectiveness require sharks be landed with fins attached prohibit intentional setting on mobulid rays and adopt a rebuilding plan for oceanic whitetip sharks adopt audit points and accelerate reforms to the cms including to provide for observer participation issf position statement 2019 page 2 6,WCPFC16,transparency,bycatch,16
text1392,WCPFC16-2019-OP01,6,what are the issues in the wcpfc fad sets account for about 30 of tropical tuna catches comprehensive fleet data on fad deployments and usage are required to effectively manage the tropical tuna purse seine fishery currently deployed fads should be lower entangling and be moving towards fully nonentangling using biodegradable materials to mitigate ecosystem impacts,WCPFC16,bycatch,fleet_capacity,16
text1393,WCPFC16-2019-OP01,7,why are we concerned tracking data analyses from fad buoys is valuable for estimating active fads and determining fad fates recent studies estimate that over 30000 fads are deployed each year in the wcpo of which about half drift out of main fishing areas and end up beached in pna waters1 given the high risk of fad ecosystem impacts including beaching marine debris and cryptic shark and turtle mortality it is essential to collect and report fad data including the number of fads being deployed and fad position data and trajectories to develop sciencebased management measures effective fad marking mechanisms also are critical,WCPFC16,bycatch,bycatch,16
text1394,WCPFC16-2019-OP01,8,what is issf asking wcpfc to do wcpfc needs to develop a comprehensive fad management program that achieves the following 1 add a new fad information section and fad identification field in the rop minimum standard data fields for inventories of fad buoys on board at the start and end of each trip and adopt requirements for improved reporting on fads by vessel operators such as those developed by the pna 2 set a timeframe to transition to fads without nets and with biodegradable materials 3 require fleets to remove previously deployed highly entangling fads from the water 4 design fadrecovery mechanisms and incentives such as increasing purse seiners fad retrieval and,WCPFC16,transparency,fleet_capacity,16
text1395,WCPFC16-2019-OP01,9,storing capacity and removing a percentage of fads from the water relative to the number deployed 5 adopt sciencebased limits on fad deployments andor fad sets 6 require complete fad position data and acoustic records from echosounder buoys 7 adopt supplyandtender vessel measures including identifying purse seine vessels supported data collection on fads being deployed and serviced identifying on the record of fishing vessels which activities they are engaged in and applying observer requirements,WCPFC16,transparency,fleet_capacity,16
text1396,WCPFC16-2019-OP01,10,8 develop a fad marking scheme based on the fao guidelines on the marking of fishing gear for all new fad,WCPFC16,transparency,bycatch,16
text1397,WCPFC16-2019-OP01,13,what are the issues harvest strategies which include target and limit reference points together with harvest control rules provide preagreed rules for managing fisheries resources and acting on stock status changes,WCPFC16,strategy,harvest_strategy,16
text1398,WCPFC16-2019-OP01,14,wcpfc sc15 2019miwp12 escalle et al nature httpsdoiorg101038s41598019503640 issf position statement 2019 page 3 6,WCPFC16,strategy,fleet_capacity,16
text1399,WCPFC16-2019-OP01,15,why are we concerned the timeframes in the original agreed harvest strategy work plan have lapsed wcpfc needs to urgently develop species specific harvest strategies the 2019 assessment of skipjack indicates that biomass has been below the target level trp for a decade and this needs to be addressed by management through a harvest control rule the scientific committee has reiterated the need for a dedicated sciencemanagement dialogue process to support harvest strategy development also all msccertified wcpfc fisheries must meet the commissions harvest strategy development timeframes in the amended harvest strategy work plan in 2017 or risk losing their certification,WCPFC16,strategy,harvest_strategy,16
text1400,WCPFC16-2019-OP01,16,what is issf asking wcpfc to do 1 develop harvest control rules for south pacific albacore and skipjack and agree on a target reference point for yellowfin and bigeye tunas as in the harvest strategy work plan 2 establish a sciencemanagement dialogue by adopting the terms of reference proposed by the scientific committee,WCPFC16,strategy,harvest_strategy,16
text1401,WCPFC16-2019-OP01,18,what are the issues strong management measures and bycatchmitigation actions are necessary to maximize vulnerable species postrelease survival in both purse seine and longline fisheries sciencebased conservation and management measures to limit fishing mortality on sharks and rays and data collection and reporting requirements are also essential why are we concerned the wcpfc has not adopted rigorous management arrangements for shark fisheries or mobulid rays and the cmms for minimizing shark bycatch do not reflect scientific advice or best practices sc15 concluded that the oceanic whitetip shark stock was overfished and subject to overfishing with the greatest impact from bycatch in longline fisheries clearly the retention prohibition in cmm 201104 has been insufficient to end overfishing of this vulnerable stock proven bycatch mitigation methods such as removing wire traces are not mandatory in all longline fisheries sc15 also noted that an evaluation of the 5 fins to carcass ratio is not currently possible due to insufficient or inconclusive information and there is still no mechanism for generating the data necessary to review the ratio what is issf asking wcpfc to do 1 adopt a comprehensive cmm for sharks which includes i mandatory use of scientifically proven shark mitigation measures by longline fishing vessels together with high observer,WCPFC16,bycatch,bycatch,16
text1402,WCPFC16-2019-OP01,19,coverage needed to assess compliance for oceanic whitetip sharks explore additional ways to reduce catches,WCPFC16,bycatch,bycatch,16
text1403,WCPFC16-2019-OP01,20,eg via closed hot spots ii requiring sharks be landed with fins still naturally attached iii requiring that sharks to which noretention prohibitions apply and unwanted sharks be hauled alongside the vessel before being cut free to facilitate species identification iv a prohibition on the intentional setting on and retention of mobulid rays 2 amend and expand cmm 201803 on seabirds to apply to all longline fisheries south of 25 south 3 develop harvest strategies and recovery plans for all overfished shark species,WCPFC16,bycatch,bycatch,16
text1404,WCPFC16-2019-OP01,23,o b s e r v e r c o v e r a g e a n d e l e c t r o n i c m o n i t o r i n g,WCPFC16,other,other,16
text1405,WCPFC16-2019-OP01,24,what are the issues comprehensive observer coverage is critical to effective fisheries management compliance monitoring and independent verification of catch effort and species interactions eg sharks sea turtles and whale sharks,WCPFC16,transparency,data_research,16
text1406,WCPFC16-2019-OP01,25,why are we concerned many ccms do not meet the minimum 5 observer coverage requirement for longline vessels adopted in 2007 12 years ago the paucity of longline fishery data hinders both scientific assessment and management recommendations although there is a 100 observer coverage requirement for purse seine vessels between 20n and 20s information presented at sc15 revealed the actual coverage is about 85,WCPFC16,transparency,fleet_capacity,16
text1407,WCPFC16-2019-OP01,27,1 require 100 observer coverage human andor electronic for longline vessels and all vessels engaged in atsea,WCPFC16,transparency,data_research,16
text1408,WCPFC16-2019-OP01,28,transshipment within five years 2 adopt best practice emonitoring and ereporting standards including for logbooks for longline and purse seine vessels,WCPFC16,transparency,fleet_capacity,16
text1409,WCPFC16-2019-OP01,29,3 identify and sanction noncompliance with the existing minimum 5 longline vessel and 100 purse seine vessel observer,WCPFC16,transparency,fleet_capacity,16
text1410,WCPFC16-2019-OP01,30,coverage requirements t r a n s s h i p m e n t what are the issues if not rigorously and transparently managed transshipment atsea can become a conduit for illegal unreported and unregulated iuu fish to enter the supply chain,WCPFC16,transparency,fleet_transparency,16
text1411,WCPFC16-2019-OP01,32,reports presented at tcc15 show the number of reported high seas transshipment events has increased by 155 between and 2018 this includes an increase of 29 between 2017 and 2018 the secretariat also reported that ccms are not,WCPFC16,transparency,fleet_capacity,16
text1412,WCPFC16-2019-OP01,33,meeting their reporting obligations wcpfc must address the deficiencies and loopholes in cmm 200906 to ensure complete,WCPFC16,other,fleet_transparency,16
text1413,WCPFC16-2019-OP01,34,data collection and timely reporting and to combat iuu fishing issf analyzed the transshipment management,WCPFC16,transparency,data_research,16
text1414,WCPFC16-2019-OP01,35,arrangements in multiple rfmos and recommends best practice amendments to the wcpfc cmm,WCPFC16,transparency,data_research,16
text1415,WCPFC16-2019-OP01,36,what is issf asking wcpfc to do 1 ensure the review of the effectiveness of cmm 200906 is completed and amendments to the transshipment presented to the commission in 2020 2 adopt best practice amendments to cmm 200906 to i require real time or as close to near realtime reporting for all transshipment activity ii require ccms to report on atsea transshipment conducted inside eezs iii extend the transshipment management arrangements to bunkering vessels iv automatically include in the draft iuu vessel list any vessels that breach the transshipment cmm v adopt clear criteria for flag state authorization of atsea transshipment and a process for the commission to review issued authorizations against those criteria,WCPFC16,transparency,fleet_transparency,16
text1416,WCPFC16-2019-OP01,38,what are the issues a strong compliance process improves fisheries management by holding members accountable for their implementation of agreed measures the wcpfc has a work plan for strengthening the compliance monitoring scheme cms including the development of audit points a riskbased framework and a scheme of responses to noncompliance,WCPFC16,transparency,fleet_capacity,16
text1417,WCPFC16-2019-OP01,39,why are we concerned ccms assessing their own compliance behind closed doors with little to no transparency is not consistent with best practice the wcpfc is the only tuna rfmo that has a compliance assessment process that is closed to accredited observers the wcpfc needs to accelerate the completion of the outstanding items in the work plan in cmm 201807 including enabling accredited observers to participate in the cms process and developing of a scheme of responses to noncompliance issf analysed the compliance assessment processes in multiple rfmos and recommends best practices for the continued refinement of wcpfc cms,WCPFC16,transparency,fleet_capacity,16
text1418,WCPFC16-2019-OP01,41,1 adopt the audit points for the initially identified obligations in 2019 and finalize audit points for the remaining obligations in 2020 2 progress as a matter of urgency the remaining items identified in the cmm 201807 work plan through the intersessional cms working group including allowing accredited observers to attend cms working group meetings 3 disclose ccms plans to address identified areas of noncompliance,WCPFC16,transparency,fleet_transparency,16
text1419,WCPFC16-2019-OP01,42,4 make public all nonsensitive elements of the part ii report to ensure transparency of how ccms are implementing their,WCPFC16,transparency,fleet_transparency,16
text1420,WCPFC16-2019-OP01,44,issf position statement 2019 page 6 6 issf global priorities for tuna rfmos implementation of rigorous harvest strategies including harvest control rules and reference points effective fleet capacity management including developing mechanisms that support developing coastal state fishery engagement sciencebased fad management nonentangling fad designs increased member compliance with all adopted measures and greater transparency of processes reviewing member compliance with measures strengthened monitoring control and surveillance mcs measures and increased observer coverage including through modern technologies such as electronic monitoring and ereporting adoption of bestpractice bycatch mitigation and shark conservation and management measures implementation of rigorous harvest strategies including harvest control rules and reference points effective management of fleet capacity including developing mechanisms that support developing coastal state engagement in the fishery sciencebased fad management nonentangling fad designs increased member compliance with all adopted measures adopted and greater transparency of processes reviewing member compliance with measures strengthened monitoring control and surveillance mcs measures and increased observer coverage including through modern technologies such as electronic monitoring and ereporting adoption of bestpractice bycatch mitigation and shark conservation and management measures did you know issf is collaborating on biodegradable fad research in collaboration with fleets coastal nations and other stakeholders issf resources for vessels include skippers guidebooks on bycatchmitigation techniques and as well as reports on electronic monitoring and vessel monitoring systems guidelines for implementing nonentangling fads issfoundationorg g street nw washington dc 20005 united states phone 1 703 226 8101 email infoissfoundationorg,WCPFC16,transparency,fleet_capacity,16
text1421,WCPFC16-2019-OP02,2,commission sixteenth regular session port moresby papua new guinea 11 december 2019 statement to wcpfc16 wcpfc162019op02 november 2019,WCPFC16,strategy,session,16
text1422,WCPFC16-2019-OP02,3,submitted by organization for the promotion of responsible tuna fisheries oprt,WCPFC16,governance,governance,16
text1423,WCPFC16-2019-OP05,2,commission sixteenth regular session port moresby papua new guinea 11 december 2019 position statement to wcpfc16 wcpfc162019op05 november 2019,WCPFC16,strategy,session,16
text1424,WCPFC16-2019-OP05,4,wwf position th regular session of the western central pacific fisheries commission wcpfc16 port moresby papua new guinea december 511 2019,WCPFC16,strategy,session,16
text1425,WCPFC16-2019-OP05,5,introduction the world wide fund for nature wwf would like to again thank the western and central pacific fisheries commission wcpfc for the opportunity to attend the 15th regular session as an observer and to address the critically important role that it plays in the proper management of the western central pacific ocean wcpo fisheries wwf once again calls on members of the wcpfc to address the issues and recommendations raised at sc15 nc15 tcc15 and wcpfc15 as well as observe the experience of other rfmos in their own efforts to achieve and maintain improved measures for monitoring and surveillance wwf would like to note that this position statement is not comprehensive but that fact does not mean that wwf does not believe that other issues are not important wwf wishes to reiterate its position offered in honolulu hawaii in december 2018 wcpfc15 and taking into account the wcpfcrelated meetings held since the recommendations listed below as well as other documents submitted to the wcpfc for review as observer papers reference points harvest control rules and harvest strategies wwf remains supportive of the work of the wcpfc and subsidiary bodies in pursuing the implementation of a harvest strategy hs approach as agreed under cmm 201406 and supplementary information on workplan workplan for the adoption of harvest strategies consistent with previous wwf position statements and recommendations wwf continues to encourage wcpfc16 to further endorse and support the adoption of explicit limit and target reference points lrptrp harvest control rules hcrs and hss for all wcpo fishery stocks gregg yan wwf,WCPFC16,strategy,harvest_strategy,16
text1426,WCPFC16-2019-OP05,6,wwf position statement to the wcpfc 16th regular session port moresby papua new guinea 511 december 2019 wcpfc16 under wcpfc authority wwf further notes that the original agreed timelines have lapsed and there is now an urgent need to establish species specific harvest strategies consistent with the workplan wwf requests the wcpfc observe the importance of and strong support for these important management measures specifically the adoption of trps and hcrs for the key target species particularly from industry participants with marine stewardship council msc certification and many end markets therefore wwf encourages wcpfc16 to maintain momentum on implementation of hs elements and where necessary take steps to recover timelines under the workplan wwf recommends that the wcpfc support and endorse further implementation of cmm 201406 on establishing a harvest strategy for key tuna species in the wcpo consistent with proposed timelines establish precautionary trps for bigeye bet and yellowfin yft adopt an hcr for the skipjack skj purse seine ps fishery and the south pacific albacore sp alb longline ll fishery that fluctuates around the established respective trps and endorse the continued development and implementation of lrps and trps for proper management of all stocks including sharks as a priority sharks and rays sharks and rays continue to make up a large percentage of annual bycatch1 with many shark species in the wcpo remaining subject to high levels of fishing mortality that current stock assessment trends suggest is unsustainable2 furthermore wwf is increasingly concerned with shark conservation and sustainability in the wcpfc region as a whole and considers responsible management trade and consumption where shark mortality occurs in all fishing activities not just in circumstances where tuna fishing is occurring therefore wcpfc must also recognise the needs of coastal states in the wcpfc region to manage their shark populations wwf is extremely disappointed by the failure of the intersessional working group to develop agreed recommendations for a comprehensive shark cmm in 2018 greater urgency toward shark conservation is required in the face of declining shark populations as evidenced by both the shortfin and longfin mako sharks being upgraded to endangered globally in march this year and the perilous state of the oceanic whitetip shark in the wcpo sc15 concluded that the oceanic whitetip shark stock remains overfished and subject to overfishing and faces possible extinction despite the prohibition on retention reflecting poorly on wcpfcs current approaches to preventing the overfishing of sharks therefore wwf urges wcpfc16 to prioritize finalizing a comprehensive shark cmm that ensures key shark and ray species including those prioritized by the convention on the international trade of endangered species cites are effectively managed3 wwf continues to support recommendations within the proposed cmm to include methods to eliminate finning and incorporate language to encourage ccms to land sharks with their fins naturally attached to their bodies as well as supporting recommendations4 equally urgent is the need to introduce additional management measures as part of a recovery plan for the oceanic whitetip shark which include addressing catch data quality issues that have arisen due to the prohibition on retention while wwf supports the action of the wcpfc to adopt the best handling practices for the safe release of sharks other than whale sharks and mantasmobulids we further recommend that additional requirements and procedures are necessary for nonretained shark species including provisions to ensure species id and removal of trailing gear wwf also again asks the wcpfc16 to consider a prohibition to setting on or retention of manta rays genus mobula and manta and,WCPFC16,bycatch,harvest_strategy,16
text1427,WCPFC16-2019-OP05,7,wwf position statement to the wcpfc 16th regular session port moresby papua new guinea 511 december 2019,WCPFC16,strategy,session,16
text1428,WCPFC16-2019-OP05,8,wwf position support associated best practices for safe handling and release aboard purse seiners consistent with previous action by the iattc wwf recommends the wcpfc adopt a comprehensive shark cmm that includes a new framework incorporating existing cmms but also providing for national contributions toward commonly agreed goals for shark stocks including o mandate bycatch best practices consistent with those found in the compendium of best practice of conservation and management measures cmms for the of species bycatch in tuna rfmos o establish fins naturally attached fna as the most effective means to address shark finning in the wcpo consistent with the best available science o implement the recommendations for bycatch that were endorsed at kobe iii and adopt an annually updated report card system against these recommendations for all of the wcpfc fisheries o require through data collected from observer programs and other means estimation of the number of captures and releases of all sharks and rays including the status upon release dead or alive and reporting of this information to the wcpfc o amends cmm 201405 to prohibit vessels carrying wire trace and the use of wire trace branch lines o require through observer programs recording what gear is used in longline activities including the use of wire traces and any multi monofilament traces in order to avoid biteoff by sharks and o enact recovery plans for the most depleted species take steps to introduce a recovery plan for the oceanic whitetip shark in the near term adopt the draft guidelines for best handling practices for the safe release of mantas and mobulids adopt a retention prohibition for bigeye thresher shark as the previous assessment indicates that management action is necessary for this vulnerable species encourage the development of harvest strategies including associated reference points and control rules for all shark and ray species as envisaged under articles 5 and 10 of the wcpf convention and encourage ccms to develop npoas with measures to report all shark and ray catches from domestic fleets operating in territorial and archipelagic waters to assist ccms to meet obligations for shark and ray species incorporated under cites appendix ii including making any nondetriment finding publicly available regional observer programme it is unquestionable that information collected as part of a successful observer programme is critically important to the proper conservation and management of a fishery data collected by observers plays a central role in informing fisheries scientists and managers on everything ranging from stock assessments to nontarget species impacts5 furthermore observers play an indispensable role in,WCPFC16,bycatch,bycatch,16
text1429,WCPFC16-2019-OP05,9,wwf position statement to the wcpfc 16th regular session port moresby papua new guinea 511 december 2019 wcpfc16 monitoring and documenting compliance with very important cmms in the wcpo6 therefore the wcpfc must consider securing appropriate observer coverage a top priority all ccms agreed to the convention on the conservation and management of highly migratory fish stocks in the western and central pacific ocean wcpf convention text and other commission obligations to ensure the best scientific information or evidence available is used in wcpfc decisions7 by its plain reading this obligation not only requires ccms to actively seek out and use the best available scientific evidence but also compels ccms to ensure that measures taken result in the generation of the best available scientific evidence8 any other interpretation would be absurd therefore the wcpfc is obligated under the wcpf convention to put data collection processes in place that secure the production and use of the best available scientific evidence in the wcpfc decision making process observer safety and security wwf again commends the wcpfcs previous actions to address issues with observer safety and security through the adoption of the observer safety and security provisions as well as the flag and coastal state requirements however wwf continues to strongly believe that more needs to be done to fully address observer safety and security wwf remains concerned with reports that some ccms are still not meeting their obligations to provide observers with the required safety and security equipment it has been more than two years since ccms agreed cmm 201703 conservation and management measure for the protection of wcpfc regional observer programme observers so the requirements must be met posthaste additionally wwf maintains that there is a need for a full and transparent documentation and catalogue of observer incidents one of the outstanding gaps in observer safety and security is represented by the lack of information available to address observer incidents through proper followup and documentation a requirement for full and transparent reporting will allow for identification and understanding of potentially dangerous situations for future observers across all rfmos until the wcpfc can fully understand the circumstances surrounding these incidents it cannot hope to properly address them the rop annual report as it currently exists does not provide the necessary level of detail to properly address these issues thus wwf recommends establishing a required comprehensive and transparent reporting procedure for observers and observer programmes to report instances of threats harassment intimidation assault or death that national programmes and the rop could then use to determine solutions to prevent future instances and share that information with other rfmos this procedure must include an annual publicly available consolidated detailed and fully transparent report of all infractions against observers calculation of observer coverage metric over 12 years ago the wcpfc established cmm 200701 which specified that fisheries observer coverage is to be 5 of effort in each nonpurse seine fishery under the jurisdiction of the commission and shall be achieved no later than 30 june 20129 specifically low observer coverage in the longline fishery was identified as a significant conservation risk as indicated by the discussion at that time as well as discussion among ccms at wcpfc forums since the arbitrary benchmark established at 5 was considered a starting point for a stepwise progression toward appropriate observer coverage not only has achieving the principal objective of cmm 200701 proven difficult but even measuring how it is achieved remains unsettled at the moment ccms self report their longline observer coverage under four separate metrics including10 days at sea days observer is at sea compared to number of days fleet is at sea number of trips number of observer trips compared to trips by the fleet days fished observed fishing days compared to fleets fishing days and,WCPFC16,transparency,data_research,16
text1430,WCPFC16-2019-OP05,10,wwf position statement to the wcpfc 16th regular session port moresby papua new guinea 511 december 2019,WCPFC16,strategy,session,16
