document,number,content
WCPFC16-2019-OP05,10,WWF Position Statement to the WCPFC 16th Regular Session Port Moresby Papua New Guinea 511 December 2019
WCPFC16-2019-OP05,11,WWF Position Number of Hooks number of hooks observed compared to fleet hooks used Because these metrics are each calculated differently and subject to different biases it places an undue burden on the scientific service provider to standardise data in such a way as to properly assess coverage First it forces the scientific service provider and ultimately the WCPFC to compare apples with oranges in a way that frustrates efficient analysis and ultimately timely and proper management Second by using a metric that is more susceptible measurement error bias and estimation error it leads to greater uncertainty and the problem of garbage in garbage out that leads to management failures Moreover because of the biases of the different metrics it creates inequity among CCMs that places more of the conservation burden on those using a more accurate and precise metric that is less susceptible to bias and manipulation The best available scientific information suggests that number of hooks represents the best method for achieving multiple objectives including effectively calculating effort and accurately assessing rare events like seabird interactions11 Furthermore three CCMs are currently assessing their observer coverage based on number of hooks hence it is practically feasible Consequently WWF recommends that the WCPFC confirm number of hooks as the best practice metric for all CCMs calculating observer coverage on longline vessels and mandate a 5year time frame to shift to use of this metric If other metrics for calculating coverage are used in the transition toward number of hooks the WCPFC should clearly define terms in advance and CCMs must calculate and report each metric in a way that is comparable to and consistent with number of hooks Level of Observer Coverage Recent efforts by the scientific service provider to standardise observer coverage data indicate that regionwide observer coverage could be at or slightly above 512 However the best available scientific evidence indicates that even a consistently applied level of 5 coverage is statistically and practically useless to effectively achieve most management13 or compliance objectives14 Low observer coverage exacerbates bias as a result of fishers altering their fishing practices eg discarding practices handling and release practices effort and gear when an observer is present which is a phenomenon known as the observer effect15 The higher the observer coverage rate the lower the bias from an observer effect is as the larger the proportion of fishing effort that is observed the more accurately the monitoring data characterize or represent the fishery Notwithstanding the observer effect at just 5 current observer coverage is neither producing the quality nor quantity of data necessary to adequately manage fisheries under WCPFC authority At present a lack of sufficient data that is typically generated through adequate observer coverage represents the single largest obstacle to establishing appropriate management measures Uncertainty is continually cited in the WCPFC process as a reason for inaction while the improved certainty offered by better observer coverage is consistently rejected In fact at the recent 15th Meeting of the Scientific Committee SC15 one member stated that they could not accept any requirement for observer coverage greater than 5 WWF concedes that different minimum levels of observer coverage may be appropriate for different management or compliance purposes depending on specific identified objectives However data collected under less than 100 coverage may be biased and misrepresent the fishery overall resulting in potential management failures Alternatively 100 observer coverage through human or electronic observers would result in no bias from an observer effect Thus along with a consortium of other NGOs and with the support of prominent market partners we have determined that because of conservation and compliance problems such as illegal fishing misreported or unreported catch and bycatch of endangered threatened and protected species that only an observer coverage rate of no less than 100 through human or electronic observers is acceptable16 By continuing to fail to secure a scientifically or statistically valid level of observer coverage on longline vessels the WCPFC fails to meet the charge of the WCPF Convention to generate and use the best available scientific information Therefore the WCPFC must take action to improve observer coverage across all longline vessels operating in the WCPFC Convention Area
WCPFC16-2019-OP05,12,WWF Position Statement to the WCPFC 16th Regular Session Port Moresby Papua New Guinea 511 December 2019 WCPFC16 WWF recommends the WCPFC Ensure the requirements of CMM 201703 have been met Endorse further observer safety and security measures including fully transparent documentation and catalogue of observer incidents and entities involved Endorse the calculation of observer coverage on the basis of number of hooks as best practice and mandate a transition to calculation of observer coverage based on number of hooks by 2025 and Establish a plan to increase observer coverage by human observers or electronic monitoring across all longline vessels operating in the WCPFC Convention Area on an annual basis to achieve 100 coverage by 2025 Transhipment Monitoring Transhipment remains one of the most prominent weaknesses in catch documentation and verification that leads to Illegal Unreported and Unregulated IUU catch in the WCPO WWF notes that the most simple efficient and effective solution to the challenges of transhipmentrelated IUU is to simply prohibit all atsea transhipment and require all fishing vessels to either tranship or land their catch at the nearest available designated port in the WCPO following the conclusion of fishing activity However acknowledging that a prohibition on transhipment is politically unlikely at this time WWF supports the establishment of the Transhipment Intersessional Working Group and associated review and revision of CMM 200906 to address deficiencies in the current measure Some CCMs remain consistently noncompliant with CMM 200906 Reports presented at TCC15 indicate that the number of reported high seas transhipment events increased 155 between 2014 and with an increase of 29 between 2017 and 2018 These CCMs also continue to fail to meet their reporting obligations Therefore given the high risk of transhipment to facilitate IUU fishing and the ongoing noncompliance associated with the practice the WCPFC must urgently address the deficiencies in CMM 200906 WWF recommends the WCPFC Implement real time or near realtime reporting requirements for all components of transhipments including electronic verification and validation tools Review and revise CMM 200906 including replacing the impracticability test and unfettered flag State authorization with clear criteria and a process for the WCPFC to review issued flag State authorizations against those criteria to ensure compliance Include bunkering vessels in transhipment management arrangements and Consider automatically including any vessel that breaches transhipment regulations on the draft IUU vessel list
WCPFC16-2019-OP05,13,WWF Position Statement to the WCPFC 16th Regular Session Port Moresby Papua New Guinea 511 December 2019
WCPFC16-2019-OP05,14,WWF Position This page intentionally left blank
WCPFC16-2019-OP05,15,WWF Position Statement to the WCPFC 16th Regular Session Port Moresby Papua New Guinea 511 December 2019 WCPFC16
WCPFC16-2019-OP05,16,Status of pelagic eslasmobranchs sharks and rays of the Western and Central Pacific Ocean as prepared by the IUCN Shark Specialist Group at the New Zealand and Oceania Shark Red List Assessment Workshop Auckland June 2017 Clarke Shelley C et al 2013 Population Trends in Pacific Oceanic Sharks and the Utility of Regulations on Shark Finning Conservation Biology Volume 27 Issue 4 pages 197209 February Report for Project 78Analysis of Observer and Logbook Data Pertaining to Key Shark Species in the Western and Central Pacific Ocean Joel Rice WCPFCSC142018EBWP07 Clarke Shelley C 2013 Towards an Integrated Shark Conservation and Management Measure for the Western and Central Pacific Ocean WCPFCSC92013 EBWP08 WCPFCSC Pohnpei Federated States of Micronesia 614 August 2013 See eg Davies SL 2003 Guidelines for Developing an atSea Fishery Observer Programme FAO Fisheries Technical Paper 414 ISSN 04299345 Food And Agriculture Organization Of The United Nations Rome Id at 5 Observers can register compliance with fisheries management laws regulations and plans record catch composition prohibited species bycatch size limits discarding area and gear restrictions validate vessel logbooks and the labelling of processed fish see also Palma MAE 2010 Promoting Sustainable Fisheries The International Legal and Policy Framework to Combat Illegal Unreported and Unregulated Fishing Volume 6 of Legal Aspects of Sustainable Development ISBN 9789004175754 Martinus Nijhoff Publishers p 142 The Convention on the Conservation and Management of Highly Migratory Fish Stocks in the Western Pacific Ocean WCPF Convention establishes the Western and Central Pacific Fisheries Commission WCPFC Convention on the Conservation and Management of Highly Migratory Fish Stocks in the Western and Central Pacific Ocean Part II Article 5 paragraph b the members of the Commission shallensure that such measures are based on the best scientific evidence available Sept 5 2000 2275 UNTS 40532 httpswwwwcpfcintsystemfilestextpdf Id at Part III Article 10 paragraph 1e the functions of the Commission shall be tocompile and disseminate accurate and complete statistical data to ensure that the best scientific information is available WCPFC Conservation and Management Measure for the Regional Observer Programme at 34 CMM 200906 Dec 711 2009 httpswwwwcpfcintdoccmm200701conservationandmanagementmeasureregionalobserverprogramme Superseded by CMM 05 which consolidated other observer related issues into a single measure WCPFC Status Of Observer Data Management WCPFCTCC152019IP04 at 20 Table 4 Sept 2 2019 Dietrich K et al Best Practices for the Collection of Longline Data to Facilitate Research and Analysis to Reduce Bycatch of Protected Species NOAA Technical Memorandum NMFSOPR35 March 2007 at 25 March 2007 Fishing effort can be derived from information collected on number of hooks deployed or retrieved The number of hooks deployed was ranked as critical or preferred by 81 of data users see also IATTC Scientific Advisory Committee SAC1004 Longline observer program reports at 2 1317 May Number of hooks is considered a more accurate measure of longline effort see also IATTC Scientific Advisory Committee SAC10 INFH Standardization of Reporting Formats and Effort Reporting for Longline Fisheries Resolution C1108 at 3 1317 May number of hooks is the most precise and is the standard metric used both by the other tuna RFMOs and by the IATTC for scientific purposes Supra note 10 at 2324 Tables 5 and 6 Sept 2 2019 See Lawson T 2003 Observer coverage rates and the accuracy and reliability of estimates of CPUE for offshore longline fleets targeting South Pacific albacore Working Paper SWG4 Sixteenth Meeting of the Standing Committee on Tuna and Billifsh 916 July 2003 Mooloolaba Queensland Australia Oceanic Fisheries Programme Secretariat of the Pacific Community Noumea New Caledonia See also Lawson T 2004 Observer coverage rates and reliability of CPUE estimates for offshore longliners in tropical waters of the Western and Central Pacific Ocean Working Paper SWG4 Seventeenth Meeting of the Standing Committee on Tuna and Billfish 918 August Majuro Republic of Marshall Islands Benoit H Allard J 2009 Can the data from atsea observer surveys be used to make general inferences about catch composition and discards Can J Fish Aquat Sci 66 20252039 Babcock EA EK Pikitch G Hudson 2003 How Much Observer Coverage is Enough to Adequately Estimate Bycatch Pew Institute for Ocean Science Miami FL and Oceana Washington Gilman Eric Zimring Mark 2018 Meeting the objectives of fisheries observer programs through electronic monitoring 13140RG222800099846 Leading Environmental NGOs Stand Together to Call for 100 Observer Coverage on Industrial Tuna Fishing Vessels June 29 2019 retrievable at httpswwwprnewswirecomnewsreleasesleadingenvironmentalngosstandtogethertocallfor100observercoverage onindustrialtunafishingvessels300873686html POSITION WWFPANDAORG WWFPANDAORGSMARTFISHING 1986 Panda Symbol WWF World Wide Fund For Nature Formerly World Wildlife Fund WWF is a WWF Registered Trademark
WCPFC16-2019-OP05,17,For more information
WCPFC16-2019-OP05,18,Alfred Bubba Cook WCP Tuna Program Manager acookwwfpandaorg Tel 64 027 833 0537
WCPFC16-2019-OP05,19,WWFNew Zealand PO Box 6237 Marion Square Wellington 6141 New Zealand Tel 64 0 4 499 2930
WCPFC16-2019-OP08,1,COMMISSION SIXTEENTH REGULAR SESSION Port Moresby Papua New Guinea 11 December 2019 ACAP STATEMENT ON REDUCING SEABIRD BYCATCH IN PELAGIC LONGLINE FISHERIES WCPFC162019OP08 November 2019
WCPFC16-2019-OP08,2,Submitted by Agreement on the Conservation of Albatrosses and Petrels1
WCPFC16-2019-OP08,3,Abstract
WCPFC16-2019-OP08,4,The incidental mortality of seabirds in pelagic longline fisheries continues to be a serious global concern especially for threatened albatrosses and petrels The need for international cooperation in addressing this concern was a major reason for establishing the Agreement on the Conservation of Albatrosses and Petrels ACAP httpsacapaq ACAP presented a background paper WCPFCSC152019EBIP03 to the meeting of the Fifteenth WCPFC Scientific Committee in August 2019 in which we provided an update on ACAPs advice on mitigation of seabird bycatch in pelagic longline fisheries The paper summarised updated ACAP advice on mitigation and identified new areas of focus to address the continuing conservation crisis facing albatrosses and petrels and the need for urgent and increased efforts to counter this crisis This paper reiterates for the WCPFC Commission the main points made in that paper including ACAPs continuing emphasis on exploring with our colleagues in Regional Fisheries Management Organizations and others ways to work together more effectively to reduce bycatch of albatrosses and petrels in fishing operations and improve the conservation status of these threatened seabirds
WCPFC16-2019-OP08,5,Secretariat to the Agreement on the Conservation of Albatrosses and Petrels Level 2 119 Macquarie Street Hobart 7000 Tasmania Australia christinebogleacapaq
WCPFC16-2019-OP08,6,Introduction and background The incidental mortality of seabirds in pelagic longline fisheries continues to be a serious global concern especially for threatened albatrosses and petrels The need for international cooperation in addressing this concern was a major reason for establishing the Agreement on the Conservation of Albatrosses and Petrels ACAP There have been significant efforts internationally to develop mitigation measures to avoid or minimise the risk of incidental catch of seabirds in longline fisheries Although most mitigation measures are broadly applicable the application and specifications of some will vary with local methods and gear configurations ACAP routinely reviews the scientific literature dealing with seabird bycatch mitigation in pelagic longline fisheries ACAP recognises that factors such as safety practicality and the characteristics of the fishery should also be taken into account when considering the efficacy of seabird bycatch mitigation measures and consequently in the development of advice and guidelines on best practice The most recent review was conducted in May 2019 at the Ninth Meeting of the ACAP Seabird Bycatch Working Group with the recommendations of the review adopted by the Eleventh Meeting of its Advisory Committee Paper WCPFCSC152019EBIP03 provided details of ACAPs updated advice
WCPFC16-2019-OP08,7,The main outcomes of the 2019 ACAP meetings In the first two weeks of May 2019 ACAP held in Florianpolis Brazil the 11th meeting of its Advisory Committee preceded by meetings of its Working Groups on Seabird Bycatch and on Population and Conservation Status These meetings discussed priorities for ACAPs work programme including its engagement with RFMOs a key element of ACAPs work The reports from these the meetings are available on the ACAP website th meeting of ACAPs Advisory Committee AC11 Ninth meeting of ACAPs Seabird Bycatch Working Group SBWG9 Fifth meeting of ACAPs Population and Conservation Status Working Group PaCSWG5
WCPFC16-2019-OP08,8,ACAPs advice for reducing the impact of pelagic longline fisheries on seabirds was reviewed and updated at the 2019 meetings The updates were relatively minor and the current version of ACAPs advice is available on the ACAP website
WCPFC16-2019-OP08,9,ACAP has developed and adopted new advice on improving safety when hauling branchlines during pelagic fishing operations which can be downloaded from the ACAP website Also available on the ACAP website are guidelines for removing fishing hooks from bycaught birds Additional information on safe handling and release guidelines for seabirds is provided in WCPFCSC152019EBWP10 As noted in EBWP10 intersessional work is underway to develop safe handling and release guidelines for birds entangled in nets This will be relevant to capture of live birds in purse seine nets ACAP continues to update the ACAPBirdLife bycatch mitigation fact sheets and an updated Seabird Bycatch Identification Guide will also be available soon
WCPFC16-2019-OP08,10,The 2019 ACAP meetings highlighted the urgency of addressing the conservation crisis that continues to be faced by albatrosses and petrels with fisheries bycatch remaining a primary threat ACAPs efforts to counter this crisis will involve a change of focus in some cases and taking advantage of ongoing innovations in for example technology Some of these efforts will be relevant to ACAPs interaction with RFMOs such as the WCPFC since the only way to tackle the crisis is by working together
WCPFC16-2019-OP08,11,Some of the particular concerns and points of discussion by ACAP Parties in relation to seabird bycatch and its mitigation include the following Disappointment that despite all the research and attention devoted to the development of best practice bycatch mitigation measures these have not been used sufficiently extensively to stop the decline in the numbers of many albatross and petrel species The meeting considered it sufficiently important to spend considerable time discussing why there had been insufficient uptake of best practice or even implementation of required bycatch mitigation measures The discussion acknowledged that many RFMOs and national authorities have put in place at least some measures to reduce seabird bycatch but that compliance and enforcement were often inadequate ACAP is now giving a greater focus to working with others to identify ways of strengthening compliance with conservation measures adopted Compliance with required seabird bycatch mitigation measures is an area that needs much greater attention ACAP is keen to assist where it can to contribute ideas on how to improve monitoring and compliance including through the development of innovative methods We are encouraged by the fact that within jurisdictions where enforcement has occurred reductions in seabird bycatch were demonstrated sometimes dramatically so and without the perceived detrimental consequences arising This is a clear indication that the crisis can be successfully addressed
WCPFC16-2019-OP08,12,One of our immediate objectives is to communicate urgently the message that albatrosses and petrels are in a dire conservation state and that urgent action is required to improve their status We also want to give greater emphasis to success stories to convey the message that through cooperation and sharing our experience we can work together to solve the conservation crisis
WCPFC16-2019-OP08,13,The WCPFC has recognised the need to reduce seabird bycatch and recently adopted WCPFC Conservation and Management Measure to mitigate the impact of fishing for highly migratory fish stocks on seabirds CMM 201803 Arguably the single most important action to reduce bycatch is to increase compliance in the proper use of existing seabird bycatch regulations such as WCPFC CMM 201803
WCPFC16-2019-OP08,14,World Albatross Day to be celebrated for the first time on 19 June 2020 will be one opportunity to highlight the efforts being made and the immediacy of making sure they succeed
WCPFC16-2019-OP09,1,1
WCPFC16-2019-OP09,2,COMMISSION SIXTEENTH REGULAR SESSION Port Moresby Papua New Guinea 11 December 2019 A CHECKLIST FOR FISHERIES MANAGEMENT IN THE WESTERN AND CENTRAL PACIFIC WCPFC162019OP09 November 2019
WCPFC16-2019-OP09,3,Submitted by The Pew Charitable Trusts A Checklist for Fisheries Management in the Western and Central Pacific Managers must conserve tunas and sharks reform transshipment and end illegal fishing Nov 2019 Brief Overview The Western and Central Pacific Fisheries Commission WCPFC is responsible for the longterm conservation and management of highly migratory fish stocks including tunas and sharks in the western and central Pacific Ocean The Pew Charitable Trusts calls on the Commission to fulfil this responsibility by taking the following actions at its 16th annual meeting from 511 December in Port Moresby Papua New Guinea Ken JonesGetty Advance the creation of harvest strategies to support sustainable fisheries WCPFC has made considerable progress in developing harvest strategies for tunas in accordance with conservation and management measure CMM 201406 and its harvest strategy workplan At this meeting the Commission should q Adopt terms of reference for creating a Harvest Strategy Development Working Group to facilitate interaction between scientists managers and other parties q Dedicate adequate funding to advance the management strategy evaluation MSE processes for skipjack South Pacific albacore yellowfin and bigeye tunas q Provide feedback on the initial results of the skipjack MSE including candidate harvest control rules q Adopt interim target reference points TRPs for bigeye and yellowfin tunas at their current levels of biomass until the necessary data and analyses are available to factor in socioeconomic objectives Setting TRPs at current biomass levels would achieve the objectives of CMM 201801 to prevent biomass decline q Require at least a 70 per cent chance of meeting these interim TRPs to ensure that the populations achieve them more often than not q Adopt a CMM to reduce fishing mortality of South Pacific albacore to make progress towards achieving the TRP q Adopt the Northern Committees NC15 recommendation to develop a harvest strategy for north Pacific swordfish but recommend using an MSE to assess the performance of potential harvest strategies Reject catch increases for Pacific bluefin tuna and support progress on a precautionary harvest strategy Pacific bluefin tuna remains severely depleted and urgent action is required to end overfishing and develop a precautionary longterm harvest strategy that uses an MSE At its 2019 meeting NC15 took a step forward by recommending terms of reference for the MSE process and candidate harvest strategy elements for testing in the MSE Unfortunately NC15 also proposed additional exemptions to the current management measure that loosen restrictions on quota transfers and carryforwards effectively increasing the catch allowed in 2020 and threatening to delay rebuilding of the stock This is too risky because there is only a 3 per cent chance that the rebuilding plan will be successful if recruitment is assumed to stay low Effective management is based on setting sustainable quotas that consider uncertainty surrounding current and future conditions The Commission should q Reject NC15s recommendation to add exemptions to the management measure which would increase catches of Pacific bluefin q Recommend that NC15 include in the terms of reference a workplan to complete the MSE in 2024 and implement a precautionary harvest strategy in 2025 It should include testing the rebuilding strategy q Recommend that NC15 amend the proposed harvest strategy elements to include more precautionary reference points for evaluation including FSPR50 as a target and 30SSBF0 as a threshold reference point which would provide a greater buffer from the limit reference point Adopt measures that support the recovery of oceanic whitetip sharks CMM 201104 banned the retention of oceanic whitetip sharks in the western and central Pacific Ocean Fishing mortality of this species has been reduced but it is still too highestimated at twice its maximum sustainable yield Spawning biomass has been reduced to just 4 per cent of unfished biomass The 2019 stock assessment concluded that there is a substantial risk that oceanic whitetip sharks will become extinct if the level of fishing mortality continues The Scientific Committee SC15 this year recommended more efforts to mitigate catch and improve safe handling and release practices Prohibiting the use of wire leaders and shark lines would cut fishingrelated mortality2 Better safehandling techniques such as cutting the trailing gear as close to the hook as possible and keeping the shark in the water alongside the vessel are also needed to further reduce mortality Furthermore SC15 urged that observer coverage on longline vessels be increased to improve data collection for longline fisheries The WCPFC should q Adopt more measures to reduce oceanic whitetip shark mortality such as prohibiting wire leaders and shark lines and improving safehandling techniques q Increase observer coverage to improve data collection Strengthen protections on vulnerable manta and mobula rays Caught as bycatch by longline and purse seine vessels in the western and central Pacific Ocean six species of manta and mobula rays are vulnerable to overfishing and the Commission has added them to the list of key shark species for assessment To reduce mortality and encourage live release the Commission has adopted guidelines for best handling practices for mobulids By listing these species on Appendix II of the Convention on International Trade in Endangered Species of Wild Fauna and Flora and Appendix I and II of the Convention on the Conservation of Migratory Species of Wild Animals the global community has expressed its concern for their status regulating the trade and take respectively The Commission should q Prohibit the retention of manta and mobula rays caught in the Convention area and require that vessels follow the WCPFCs safe handling guidelines to facilitate live release wildestanimalGetty Strengthen port State measures to fight illegal unreported and unregulated IUU fishing Port control and inspection measures are a costeffective way to prevent IUU catch from entering the market A recent study supported by The Pew Charitable Trusts found that 10 WCPFC States fall in the top quarter of those most at risk of having illegally caught fish pass through their ports3 While the WCPFC adopted a set of voluntary port State minimum standards CMM 201702 in 2017 they must be strengthened to meet internationally recognized standards and best practices adopted by other regional fisheries management organizations RFMOs CMM 201702 encourages Commission members cooperating members and nonmembers CCMs to designate ports for inspection of foreign vessels and establishes inspection and informationsharing procedures However only five of almost 40 port CCMs have designated ports and contact points and the WCPFC has received no reports of resulting port inspections This year the Technical and Compliance Committee TCC15 reviewed a proposal by Canada to revise the measure to require prior notification from vessels wishing to use ports allow for denial of entry into port or use of port with denials to be reported to the WCPFC Secretariat require inspections of vessels previously denied access to port and specify a format for reporting port inspections These provisions would bring the WCPFC one step closer to the standard in the UN Food and Agriculture Organizations Port State Measures Agreement other RFMOs stricter port State measures and the Pacific Islands Forum Fisheries Agency Regional Port State Measures Framework The WCPFC should q Urge port States to designate ports for inspection of foreign vessels to improve implementation of the port State measures adopted by the WCPFC q Adopt improved minimum standards for port State measures in line with Canadas proposal to the TCC15 Encourage States to obtain IMO numbers for vessels to improve oversight of fishing International Maritime Organization vessel identification numbers IMO numbers are another essential tool in the fight against IUU fishing because they improve monitoring control and surveillance of fishing operations In 2018 the Commission adopted CMM 201806 which requires IMO numbers for all motorized inboard fishing vessels from less than 100 gross registered tons GRT down to 12 meters long that are authorized to fish in the Convention area beyond flag States areas of national jurisdiction The requirement takes effect 1 April 2020 so flag States should use the next few months to ensure that they will be in compliance The Commission should q Reiterate that flag States must obtain IMO numbers for all eligible vessels authorized to operate within the Convention area and submit this information to the WCPFC Improve transshipment regulations to ensure legal and verifiable seafood supply chains Transshipment at sea in the western and central Pacific Ocean continues to provide opportunities for unscrupulous operators to avoid proper catch reporting and launder IUU catch A Pew report found that transshipment management in WCPFC is compromised by a lack of reporting noncompliance with reporting requirements and nonstandardized reporting responses by CCMs in their Annual Report Part I submissions The number of reported high seas transshipment events rose more than 155 per cent between 2014 552 events and 2018 1409 eventsthe highest number reported in the Convention area with a 29 per cent increase between 2017 and 20184 The regulatory framework requires significant strengthening standardization and harmonization regardless of whether current reporting requirements are being met The WCPFC should q Ensure that the intersessional working group has enough resources and support to carry out the analysis identified in section 5a of its terms of reference and encourage all CCMs to fully participate in its work Adam BaskeThe Pew Charitable Trusts Adopt minimum standards for electronic monitoring and move towards 100 per cent observer coverage CMMs do not require sufficient and timely submission or verification of critical fishing data which contributes to ineffective management of the tuna longline fisheries in the Convention area Electronic monitoring EM technology has been proved to be a costeffective option to expand observer coverage without placing additional personnel onboard Last year the Commission agreed to prioritize EM in areas in which independent data collection and verification is low Subsequently Project 93 reviewed how EM could address data gaps within the Commission In an initial assessment it found that the biggest data gaps exist where observer coverage is low particularly in longline fisheries and suggested that electronic monitoring can significantly improve compliance and data verification for these vessels EM is particularly valuable for target species caught under catch limits without 100 per cent observer coverage The Commission should q Prioritize the development and adoption of the necessary standards and infrastructure needed to successfully implement electronic reporting and monitoring q Require 100 per cent observer coverage for all longline operations through a mix of human observers and electronic systems Strengthen the compliance monitoring scheme CMS to improve its effectiveness A robust CMS can help the Commission fulfil its obligations under the WCPFC Convention and is essential to achieving sustainable fisheries WCPFCs CMS allows States to identify areas in which they need help to improve compliance But it lacks penalties to deter noncompliance and does not permit civil society observers to attend meetings during which compliance reports are reviewed A strengthened CMS would help the Commission verify that flag States are meeting their obligations level the playing field for the fishing industry and ensure that conservation measures are not undermined Last year the WCPFC adopted a new CMS that includes a list of outstanding tasks The Commission should make progress on those tasks to ensure that it fully and transparently supports the WCPFCs objectives It should q Mandate that flag States provide the information that would allow the WCPFC to verify that they are fulfilling their obligations and resolve allegations of noncompliance q Create penalties for serious or persistent noncompliance q Permit observer organizations to be present at compliance discussions in accordance with the WCPFC Conventions language on transparency Article 21 Endnotes Regarding reference points FSPR50 is the fishing mortality rate that would allow the stock to attain 50 per cent of the maximum spawning potential in the absence of fishing while 30SSBF0 refers to 30 percent of the spawning biomass expected had there been an absence of fishing S Harley et al Monte Carlo Simulation Modelling of Possible Measures to Reduce Impacts of Longlining on Oceanic Whitetip and Silky Sharks paper 11th Regular Session of the Western and Central Pacific Fisheries Commission Scientific Committee Pohnpei Federated States of Micronesia 513 August 2015 httpswwwwcpfcintsystemfilesEBWP0220MCsharks20Rev202pdf The Pew Charitable Trusts Study Measures Countries Exposure to Illegal Catch Actions to Keep It From Markets 2019 httpswww pewtrustsorgenresearchandanalysisissuebriefs201907studymeasurescountriesexposuretoillegalcatchactionstokeepit frommarkets G Hosch et al Any Port in a Storm Vessel Activity and the Risk of IUUCaught Fish Passing Through the Worlds Most Important Fishing Ports Journal of Ocean and Coastal Economics 6 no 1 2019 httpscbemiisedujocevol6iss11 Western and Central Pacific Fisheries Commission Secretariat Annual Report on WCPFC Transshipment Reporting paper 15th Regular Session of the Western and Central Pacific Fisheries Commission Technical and Compliance Committee Pohnpei Federated States of Micronesia 25 September 1 October 2019 httpswwwwcpfcintnode43557 For further information please visit pewtrustsorginternationalfisheries Contact Leah Weiser associate manager communications Email lweiserpewtrustsorg Project website pewtrustsorginternationalfisheries The Pew Charitable Trusts is driven by the power of knowledge to solve todays most challenging problems Pew applies a rigorous analytical approach to improve public policy inform the public and invigorate civic life
WCPFC16-2019-OP11,1,1
WCPFC16-2019-OP11,2,COMMISSION SIXTEENTH REGULAR SESSION Port Moresby Papua New Guinea 11 December 2019 POSITION STATEMENT TO WCPFC16 WCPFC162019OP11 November 2019
WCPFC16-2019-OP11,3,Submitted by International Pole and Line Foundation IPNLF
WCPFC16-2019-OP11,4,IPNLF POSITION STATEMENT th Regular Session of the Western Central Pacific Fisheries Commission Port Moresby Papua New Guinea 511 December 2019
WCPFC16-2019-OP11,5,Indonesian onebyone tuna fishing Paul Hilton IPNLF The International Pole Line Foundation IPNLF is an international nonprofit working across
WCPFC16-2019-OP11,6,science policy and the seafood sector to improve the wellbeing of coastal communities
WCPFC16-2019-OP11,7,committed to environmentally and socially responsible onebyone fishing methods The Western
WCPFC16-2019-OP11,8,and Central Pacific has strong historical linkages to such fisheries and many continue to play
WCPFC16-2019-OP11,9,important roles in Indonesia Japan New Zealand the Solomon Islands French Polynesia the
WCPFC16-2019-OP11,10,Philippines and Vietnam among others
WCPFC16-2019-OP11,11,The Western and Central Pacific Ocean is home to the worlds largest tuna fishery two of the
WCPFC16-2019-OP11,12,worlds largest poleandline fisheries and many troll and handline fisheries supporting coastal
WCPFC16-2019-OP11,13,communities throughout the region IPNLF would like to see management measures adopted
WCPFC16-2019-OP11,14,that safeguard tuna stocks and ecosystems so that onebyone tuna fisheries and the
WCPFC16-2019-OP11,15,communities that depend on them can flourish
WCPFC16-2019-OP11,16,International Pole Line Foundation London Street Reading RG1 4QW United states Registered charity no 1145586 infoipnlforg wwwipnlforg
WCPFC16-2019-OP11,17,At this years Commission meeting IPNLF encourages members cooperating nonmembers and
WCPFC16-2019-OP11,18,participating territories CCMs collectively to adopt a number of conservation and management
WCPFC16-2019-OP11,19,measures CMMs that together will strengthen the framework for sustainable tuna fisheries in
WCPFC16-2019-OP11,20,the Western and Central Pacific Ocean Specifically we urge progress in the following areas
WCPFC16-2019-OP11,21,Continue progress of harvest strategies for all major tuna stocks to ensure
WCPFC16-2019-OP11,22,sustainability while also recognizing the social and economic dependence of coastal
WCPFC16-2019-OP11,23,communities on fisheries harvesting shared tuna stocks To this end we expressly
WCPFC16-2019-OP11,24,encourage the adoption of harvest strategies with equitable reference points and
WCPFC16-2019-OP11,25,control rules for all target tuna stocks Strengthen the management of tropical tunas in line with advice from the
WCPFC16-2019-OP11,26,Scientific Committee SC to avoid overfishing and secure continued opportunities for
WCPFC16-2019-OP11,27,onebyone fisheries eg pole and line handline and troll coastal fisheries and
WCPFC16-2019-OP11,28,communities in accordance with the UN Fish Stock Agreement and the UN
WCPFC16-2019-OP11,29,Sustainable Development Goals Improve the monitoring and regulation of fish aggregating devices FADs and
WCPFC16-2019-OP11,30,purse seine supply vessels to better understand their impacts on fishing efficiency
WCPFC16-2019-OP11,31,and inform future management Regularly submitted information should include
WCPFC16-2019-OP11,32,sethistory data while a transparent independent and harmonized control of
WCPFC16-2019-OP11,33,operational dFAD buoy numbers should be implemented Reduce marine pollution including plastics and ghost fishing impacts
WCPFC16-2019-OP11,34,associated with FADs which wash ashore and damage coastal habitats by setting a
WCPFC16-2019-OP11,35,strict timeframe for implementing fully biodegradable materials in drifting FAD
WCPFC16-2019-OP11,36,construction Also ensure that FAD owners recover drifting FADs while at sea
WCPFC16-2019-OP11,37,prior to beaching events and use available information to inform aligned mitigation
WCPFC16-2019-OP11,38,initiatives Independent verification of the materials used in FAD construction should
WCPFC16-2019-OP11,39,be part of the process Adopt measures that will effectively reduce bycatch and protect endangered
WCPFC16-2019-OP11,40,threatened or protected species including sharks seabirds cetaceans and
WCPFC16-2019-OP11,41,sea turtles A comprehensive shark measure as recommended by the SC should
WCPFC16-2019-OP11,42,be adopted this year and at minimum include a rebuilding plan for oceanic whitetip
WCPFC16-2019-OP11,43,sharks require a harvest strategy developments for all overfished shark species and
